Time (msec),A/F Correction #3 (32-bit ECU) (%),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Fine Learning Knock Correction (degrees),Fuel Pump Duty (%),Ignition Total Timing (degrees),Injector Duty Cycle (%),Learned Ignition Timing (degrees),Manifold Absolute Pressure (bar),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%),Roughness Monitor Cylinder #1 (misfire count),Roughness Monitor Cylinder #2 (misfire count),Roughness Monitor Cylinder #3 (misfire count),Roughness Monitor Cylinder #4 (misfire count),Vehicle Speed (kph)
271260,-0.31,2.07,3434,0.00,100.00,15.00,36.42,5.50,1.611,118.38,0.00,0,0,0,0,41
271322,-0.31,1.98,3428,0.00,100.00,14.50,37.57,5.50,1.621,114.71,0.00,0,0,0,0,42
271385,-0.31,2.02,3483,0.00,100.00,14.50,37.70,5.50,1.631,116.39,0.00,0,0,0,0,43
271447,-0.31,2.03,3530,0.00,100.00,15.00,38.25,5.50,1.641,123.17,0.00,0,0,0,0,44
271510,-0.31,1.99,3607,0.00,100.00,15.00,40.52,5.00,1.631,123.72,0.00,0,0,0,0,44
271572,-0.31,2.05,3801,0.00,100.00,15.00,42.72,5.50,1.631,129.30,0.00,0,0,0,0,45
271635,-0.31,2.08,3969,0.00,100.00,15.50,45.44,5.50,1.631,140.80,0.00,0,0,0,0,45
271697,-0.31,2.09,4210,0.00,100.00,9.50,47.50,5.50,1.611,145.56,0.00,0,0,0,0,46
271768,-0.31,2.16,4356,0.00,100.00,9.50,49.88,5.00,1.581,157.86,0.00,0,0,0,0,46
271827,-0.31,2.22,4539,0.00,100.00,9.00,53.90,4.50,1.601,171.18,0.00,0,0,0,0,47
271889,-0.31,2.26,4732,0.00,100.00,7.50,58.81,4.00,1.641,179.35,0.00,0,0,0,0,47
271952,-0.31,2.43,4802,-1.75,100.00,7.00,62.51,2.00,1.691,193.18,0.00,0,0,0,0,48
272014,-0.31,2.43,4805,-1.75,100.00,7.50,65.67,2.00,1.731,198.07,0.00,0,0,0,0,49
272077,-0.31,2.47,4838,-1.75,100.00,8.50,68.35,2.00,1.771,199.20,0.00,0,0,0,0,49
272139,-0.31,2.44,4934,-1.75,100.00,11.00,70.34,2.00,1.811,206.74,0.00,0,0,0,0,50
272202,-0.31,2.42,5084,-1.75,100.00,12.50,73.15,2.00,1.831,205.97,0.00,0,0,0,0,51
272264,-0.31,2.45,5220,-1.75,100.00,12.50,74.60,2.00,1.841,208.64,0.00,0,0,0,0,52
272327,-0.31,2.41,5236,-1.75,100.00,12.50,76.11,2.00,1.861,218.43,0.00,0,0,0,0,53
272389,-0.31,2.53,5346,-1.75,100.00,12.50,79.03,2.00,1.891,220.78,0.00,0,0,0,0,54
272452,-0.31,2.55,5451,-1.75,100.00,12.50,80.97,2.50,1.911,233.14,0.00,0,0,0,0,55
272514,-0.31,2.50,5515,-1.75,100.00,13.00,85.00,2.50,1.911,233.13,0.00,0,0,0,0,57
272577,-0.31,2.53,5607,-1.75,100.00,13.50,85.72,2.50,1.901,242.45,0.00,0,0,0,0,58
272639,-0.31,2.49,5684,-1.75,100.00,13.50,86.92,2.50,1.891,237.18,0.00,0,0,0,0,59
272702,-0.31,2.45,5786,-1.75,100.00,13.50,88.01,2.00,1.871,235.96,0.00,0,0,0,0,60
272764,-0.31,2.42,5895,-1.75,100.00,16.50,87.08,2.00,1.861,239.20,0.00,0,0,0,0,61
272827,-0.31,2.37,6047,-1.75,100.00,16.50,89.32,2.00,1.831,237.58,0.00,0,0,0,0,62
272895,-0.31,2.33,6071,-1.75,100.00,16.00,88.86,2.00,1.811,245.27,0.00,0,0,0,0,63
272957,-0.31,2.35,6125,-1.75,100.00,16.00,89.03,2.00,1.801,243.67,0.00,0,0,0,0,64
273020,-0.31,2.30,6202,-1.75,100.00,16.00,88.70,2.00,1.791,242.03,0.00,0,0,0,0,65
273082,-0.31,2.33,6229,-1.75,100.00,16.00,89.24,2.00,1.791,243.24,0.00,0,0,0,0,66
273145,-0.31,2.28,6350,-1.75,100.00,16.50,90.24,2.00,1.731,242.44,0.00,0,0,0,0,67
273207,-0.31,2.26,6476,-1.75,100.00,16.50,89.84,2.00,1.731,243.65,0.00,0,0,0,0,68
273270,-0.31,2.17,6511,-1.75,100.00,16.50,90.32,2.00,1.731,237.58,0.00,0,0,0,0,69
273332,-0.31,2.16,6483,-1.75,100.00,17.00,88.52,2.00,1.731,232.72,0.00,0,0,0,0,69
273395,-0.31,2.18,6514,-1.75,100.00,17.00,87.77,2.00,1.741,231.10,0.00,0,0,0,0,70
273457,-0.31,2.29,6419,-1.75,100.00,1.50,85.75,2.00,1.751,243.25,0.00,0,0,0,0,71
273520,-0.31,2.33,6248,-1.75,100.00,1.00,87.52,2.00,1.791,231.91,0.00,0,0,0,0,71
273582,-0.31,2.38,5986,-1.75,100.00,1.00,85.05,1.50,1.841,244.06,0.00,0,0,0,0,72
273645,-0.31,2.55,5758,-1.75,100.00,0.00,85.44,2.00,1.861,242.85,0.00,0,0,0,0,73
273710,-0.31,2.68,5494,-1.75,100.00,-2.50,84.97,2.50,1.911,241.23,0.00,0,0,0,0,74
273773,-0.31,2.84,5260,-1.75,100.00,-4.50,84.46,2.00,1.971,242.44,0.00,0,0,0,0,74
273835,-0.31,2.93,4916,-1.75,100.00,2.50,84.42,2.00,2.031,237.99,0.00,0,0,0,0,75
273910,-0.31,2.77,4918,-1.75,100.00,10.50,85.35,2.00,2.091,231.51,0.00,0,0,0,0,76
273973,-0.31,2.73,5064,-1.75,100.00,9.00,85.89,2.00,2.111,231.10,0.00,0,0,0,0,77
274035,-0.31,2.75,5097,-1.75,100.00,11.00,86.01,2.00,2.101,231.51,0.00,0,0,0,0,77
274098,-0.31,2.78,5064,-1.75,100.00,11.00,83.67,2.00,2.091,232.32,0.00,0,0,0,0,79
274160,-0.31,2.73,5066,-1.75,100.00,11.00,82.61,2.00,2.091,235.15,0.00,0,0,0,0,79
274238,-0.31,2.59,5082,-1.75,100.00,11.00,82.59,2.00,2.081,220.77,0.00,0,0,0,0,80
274285,-0.31,2.72,5106,-1.75,100.00,11.00,83.35,2.00,2.081,229.08,0.00,0,0,0,0,81
274348,-0.31,2.63,5167,-1.75,100.00,11.00,82.10,2.00,2.061,222.73,0.00,0,0,0,0,82
274410,-0.31,2.66,5183,-1.75,100.00,11.00,83.63,2.00,2.061,230.30,0.00,0,0,0,0,83
274473,-0.31,2.69,5272,-1.75,100.00,11.50,83.88,2.00,2.061,233.94,0.00,0,0,0,0,83
274551,-0.31,2.66,5270,-1.75,100.00,11.50,84.86,2.00,2.061,234.75,0.00,0,0,0,0,85
274598,-0.31,2.62,5352,-1.75,100.00,12.00,85.07,2.00,2.051,236.77,0.00,0,0,0,0,85
274660,-0.31,2.60,5364,-1.75,100.00,12.00,85.97,2.50,2.051,236.77,0.00,0,0,0,0,86
274723,-0.31,2.62,5412,-1.75,100.00,12.50,87.32,2.50,2.031,241.22,0.00,0,0,0,0,87
274785,-0.31,2.58,5484,-1.75,100.00,13.00,87.90,2.50,2.021,235.14,0.00,0,0,0,0,88
274848,-0.31,2.58,5528,-1.75,100.00,14.00,86.70,2.50,2.011,241.62,0.00,0,0,0,0,88
274910,-0.31,2.45,5540,-1.75,100.00,14.50,86.40,2.50,1.991,234.74,0.00,0,0,0,0,89
274973,-0.31,2.57,5585,-1.75,100.00,15.00,86.56,2.50,1.981,236.75,0.00,0,0,0,0,90
275035,-0.31,2.55,5632,-1.75,100.00,15.00,88.35,2.50,1.971,242.83,0.00,0,0,0,0,91
275098,-0.31,2.51,5671,-1.75,100.00,15.00,89.03,2.50,1.951,237.15,0.00,0,0,0,0,92
275160,-0.31,2.56,5704,-1.75,100.00,15.50,88.28,2.50,1.941,240.80,0.00,0,0,0,0,93
275223,-0.31,2.49,5725,-1.75,100.00,15.00,89.90,2.50,1.931,243.22,0.00,0,0,0,0,93
275285,-0.31,2.41,5772,-1.75,100.00,15.50,89.38,2.00,1.921,236.34,0.00,0,0,0,0,94
275348,-0.31,2.42,5817,-1.75,100.00,15.50,89.50,2.00,1.911,239.57,0.00,0,0,0,0,95
275410,-0.31,2.34,5864,-1.50,100.00,16.00,87.71,2.50,1.891,237.95,0.00,0,0,0,0,96
275473,-0.31,2.35,5940,-1.50,100.00,16.50,86.73,2.50,1.891,241.59,0.00,0,0,0,0,97
275535,-0.31,2.38,5971,-1.50,100.00,16.50,88.10,2.50,1.871,233.90,0.00,0,0,0,0,97
275598,-0.31,2.30,5981,-1.50,100.00,17.00,87.46,2.00,1.871,245.26,0.00,0,0,0,0,98
275660,-0.31,2.33,6008,-1.50,100.00,17.00,87.27,2.00,1.861,236.73,0.00,0,0,0,0,99
275723,-0.31,2.41,6098,-1.50,100.00,17.00,87.14,2.00,1.851,244.83,0.00,0,0,0,0,100
275785,-0.31,2.30,6076,-1.50,100.00,17.00,88.31,2.00,1.841,238.34,0.00,0,0,0,0,100
275848,-0.31,2.42,5895,-1.50,100.00,16.00,0.00,2.50,1.841,223.47,0.00,0,0,0,0,101
275910,-0.31,2.16,5548,-1.00,100.00,18.00,74.92,3.00,1.761,215.22,0.00,0,0,0,0,101
275988,-0.31,2.12,6314,-1.00,100.00,18.50,86.18,2.50,1.741,234.28,0.00,0,0,0,0,102
276051,-0.31,2.29,6530,-1.00,100.00,19.00,83.97,3.00,1.751,245.22,0.00,0,0,0,0,102
276113,-0.31,2.29,6137,-1.00,100.00,18.00,83.39,2.50,1.761,233.06,0.00,0,0,0,0,103
276176,-0.31,2.34,6166,-1.00,100.00,18.00,87.30,2.50,1.791,243.18,0.00,0,0,0,0,104
276238,-0.31,2.24,6318,-1.00,100.00,17.50,89.05,2.50,1.791,235.88,0.00,0,0,0,0,104
276301,-0.31,2.16,6414,-1.00,100.00,18.00,88.87,2.50,1.791,238.72,0.00,0,0,0,0,105
276363,-0.31,2.34,6370,-1.00,100.00,18.00,86.35,2.50,1.801,244.38,0.00,0,0,0,0,106
276426,-0.31,2.16,6353,-1.00,100.00,18.00,88.16,3.00,1.791,240.33,0.00,0,0,0,0,106
276488,-0.31,2.18,6417,-1.00,100.00,18.00,88.43,3.00,1.801,234.65,0.00,0,0,0,0,107
276551,-0.31,2.22,6482,-1.00,100.00,18.00,88.42,3.00,1.751,248.87,0.00,0,0,0,0,107
276613,-0.31,2.29,6456,-1.00,100.00,18.00,88.74,3.00,1.771,243.55,0.00,0,0,0,0,108
276676,-0.31,2.23,6439,-1.00,100.00,18.00,89.52,3.00,1.771,243.14,0.00,0,0,0,0,109
276738,-0.31,2.32,6410,-1.00,100.00,2.00,86.79,3.00,1.781,242.32,0.00,0,0,0,0,109
276801,-0.31,2.42,6150,-1.00,100.00,1.50,85.95,2.50,1.801,236.66,0.00,0,0,0,0,109
276863,-0.31,2.53,5916,-1.00,100.00,1.00,85.16,2.50,1.931,241.91,0.00,0,0,0,0,110
276926,-0.31,2.68,5608,-1.00,100.00,0.00,86.63,3.00,1.961,246.79,0.00,0,0,0,0,110
276988,-0.31,2.68,5412,-1.00,100.00,-3.00,85.87,3.00,2.001,243.93,0.00,0,0,0,0,111
277051,-0.31,2.94,5069,-1.00,100.00,-4.00,84.47,2.50,2.061,245.95,0.00,0,0,0,0,111
277113,-0.31,3.04,4801,0.00,100.00,-1.00,84.03,2.50,2.141,242.69,0.00,0,0,0,0,112
277176,-0.31,2.89,4704,0.00,100.00,12.50,84.87,4.00,2.201,231.76,0.00,0,0,0,0,112
277238,-0.31,2.86,4822,-1.00,100.00,8.00,83.26,2.50,2.221,231.75,0.00,0,0,0,0,113
277301,-0.31,2.56,4852,-1.00,100.00,11.50,71.78,2.50,2.001,195.26,0.00,0,0,0,0,113
277363,-0.31,0.34,4631,0.00,100.00,18.00,36.92,4.00,1.140,46.68,0.00,0,0,0,0,114
277426,-0.31,0.42,4334,0.00,66.67,22.00,22.36,3.50,0.680,25.18,0.00,0,0,0,0,114
277488,0.16,0.38,4279,0.00,33.33,29.50,18.06,1.50,0.470,25.35,0.00,0,0,0,0,114
277551,0.16,0.55,4158,0.00,33.33,31.50,14.28,0.00,0.370,25.62,0.00,0,0,0,0,114
277613,0.16,0.33,4084,0.00,33.33,32.00,12.28,0.00,0.340,18.68,0.00,0,0,0,0,114
277676,0.16,0.19,4128,0.00,33.33,33.00,10.55,0.00,0.320,12.88,0.00,0,0,0,0,114
277738,0.16,0.18,4148,0.00,33.33,33.00,8.92,0.00,0.290,12.58,0.00,0,0,0,0,114
277801,0.16,0.19,4146,0.00,33.33,31.00,7.95,0.00,0.280,13.18,0.00,0,0,0,0,114
277863,0.16,0.19,4168,0.00,33.33,30.00,0.00,0.00,0.270,13.12,0.00,0,0,0,0,114
277926,0.16,0.20,4075,0.00,33.33,30.00,0.00,0.00,0.270,13.59,0.00,0,0,0,0,114
278004,0.16,0.20,4053,0.00,33.33,30.00,0.00,0.00,0.270,13.77,0.00,0,0,0,0,113
278051,0.16,0.21,4068,0.00,33.33,30.00,0.00,0.00,0.270,13.95,0.00,0,0,0,0,113
278129,0.16,0.20,4060,0.00,33.33,30.00,0.00,0.00,0.270,13.54,0.00,0,0,0,0,113
278191,0.16,0.20,4029,0.00,33.33,30.00,0.00,0.00,0.260,13.54,0.00,0,0,0,0,113
278254,0.16,0.19,4028,0.00,33.33,30.00,0.00,0.00,0.260,13.24,0.00,0,0,0,0,113
278316,0.16,0.20,4053,0.00,33.33,30.00,0.00,0.00,0.250,13.48,0.00,0,0,0,0,113
278376,0.16,0.20,4045,0.00,33.33,30.00,0.00,0.00,0.250,13.54,0.00,0,0,0,0,112
278438,0.16,0.20,4004,0.00,33.33,30.00,0.00,0.00,0.250,13.66,0.00,0,0,0,0,112
278501,0.16,0.20,3996,0.00,33.33,30.00,0.00,0.00,0.250,13.72,0.00,0,0,0,0,112
278563,0.16,0.20,4022,0.00,33.33,30.00,0.00,0.00,0.250,13.54,0.00,0,0,0,0,112
278626,0.16,0.21,4020,0.00,33.33,30.00,0.00,0.00,0.250,13.72,0.00,0,0,0,0,112
278688,0.16,0.21,4012,0.00,33.33,30.00,0.00,0.00,0.250,13.90,0.00,0,0,0,0,111
278751,0.16,0.20,3971,0.00,33.33,30.00,0.00,0.00,0.250,13.42,0.00,0,0,0,0,111
278813,0.16,0.20,3961,0.00,33.33,30.00,0.00,0.00,0.250,13.36,0.00,0,0,0,0,111
278881,0.16,0.21,3984,0.00,33.33,30.00,0.00,0.00,0.250,13.72,0.00,0,0,0,0,111
278944,0.16,0.20,3981,0.00,33.33,30.00,0.00,0.00,0.250,13.42,0.00,0,0,0,0,111
279006,0.16,0.21,3975,0.00,33.33,30.00,0.00,0.00,0.250,13.48,0.00,0,0,0,0,110
279069,0.16,0.20,3968,0.00,33.33,30.00,0.00,0.00,0.250,13.12,0.00,0,0,0,0,110
279131,0.16,0.20,3932,0.00,33.33,30.00,0.00,0.00,0.250,12.58,0.00,0,0,0,0,110
279187,0.16,0.20,3923,0.00,33.33,30.00,0.00,0.00,0.250,12.88,0.00,0,0,0,0,110
279249,0.16,0.20,3912,0.00,33.33,30.00,0.00,0.00,0.250,13.48,0.00,0,0,0,0,110
279312,0.16,0.20,3934,0.00,33.33,30.00,0.00,0.00,0.250,13.48,0.00,0,0,0,0,109
279390,0.16,0.20,3928,0.00,33.33,30.00,0.00,0.00,0.250,13.12,0.00,0,0,0,0,109
279437,0.16,0.20,3924,0.00,33.33,30.00,0.00,0.00,0.250,12.94,0.00,0,0,0,0,109
279499,0.16,0.20,3916,0.00,33.33,30.00,0.00,0.00,0.250,13.00,0.00,0,0,0,0,109
279578,0.16,0.20,3908,0.00,33.33,30.00,0.00,0.00,0.250,13.00,0.00,0,0,0,0,109
279640,0.16,0.20,3901,0.00,33.33,30.00,0.00,0.00,0.250,12.64,0.00,0,0,0,0,109
279703,0.16,0.20,3867,0.00,33.33,30.00,0.00,0.00,0.250,12.88,0.00,0,0,0,0,108
279765,0.16,0.20,3860,0.00,33.33,30.00,0.00,0.00,0.250,12.94,0.00,0,0,0,0,108
279828,0.16,0.20,3851,0.00,33.33,30.00,0.00,0.00,0.250,12.76,0.00,0,0,0,0,108
279890,0.16,0.20,3842,0.00,33.33,30.00,0.00,0.00,0.250,12.64,0.00,0,0,0,0,108
279953,0.16,0.20,3834,0.00,33.33,30.00,0.00,0.00,0.250,13.00,0.00,0,0,0,0,108
280015,0.16,0.20,3831,0.00,33.33,30.00,0.00,0.00,0.250,13.06,0.00,0,0,0,0,107
280078,0.16,0.20,3825,0.00,33.33,30.00,0.00,0.00,0.250,12.58,0.00,0,0,0,0,107
280140,0.16,0.20,3818,0.00,33.33,30.00,0.00,0.00,0.250,13.06,0.00,0,0,0,0,107
280203,0.16,0.20,3810,0.00,33.33,30.00,0.00,0.00,0.250,12.76,0.00,0,0,0,0,107
280265,0.16,0.20,3803,0.00,33.33,30.00,0.00,0.00,0.250,13.06,0.00,0,0,0,0,107
280328,0.16,0.21,3795,0.00,33.33,30.00,0.00,0.00,0.250,12.94,0.00,0,0,0,0,106
280390,0.16,0.20,3788,0.00,33.33,30.00,0.00,0.00,0.250,12.94,0.00,0,0,0,0,106
280453,0.16,0.20,3784,0.00,33.33,30.00,0.00,0.00,0.250,12.64,0.00,0,0,0,0,106
280515,0.16,0.20,3776,0.00,33.33,30.00,0.00,0.00,0.250,12.46,0.00,0,0,0,0,106
280578,0.16,0.20,3766,0.00,33.33,30.00,0.00,0.00,0.250,12.76,0.00,0,0,0,0,106
280640,0.16,0.19,3765,0.00,33.33,30.00,0.00,0.00,0.250,12.28,0.00,0,0,0,0,106
280703,0.16,0.20,3758,0.00,33.33,30.00,0.00,0.00,0.250,12.58,0.00,0,0,0,0,105
280765,0.16,0.21,3747,0.00,33.33,30.00,0.00,0.00,0.250,12.94,0.00,0,0,0,0,105
280829,0.16,0.19,3738,0.00,33.33,30.00,0.00,0.00,0.250,11.95,0.00,0,0,0,0,105
280891,0.16,0.21,3732,0.00,33.33,30.00,0.00,0.00,0.250,12.76,0.00,0,0,0,0,105
280954,0.16,0.20,3726,0.00,33.33,30.00,0.00,0.00,0.250,12.76,0.00,0,0,0,0,105
281016,0.16,0.20,3746,0.00,33.33,30.00,0.00,0.00,0.250,12.64,0.00,0,0,0,0,104
281079,0.16,0.20,3738,0.00,33.33,30.00,0.00,0.00,0.250,12.40,0.00,0,0,0,0,104
281141,0.16,0.21,3729,0.00,33.33,30.00,0.00,0.00,0.250,12.76,0.00,0,0,0,0,104
281204,0.16,0.20,3724,0.00,33.33,30.00,0.00,0.00,0.250,12.12,0.00,0,0,0,0,104
281266,0.16,0.20,3721,0.00,33.33,30.00,0.00,0.00,0.250,12.01,0.00,0,0,0,0,104
281329,0.16,0.20,3690,0.00,33.33,30.00,0.00,0.00,0.250,12.01,0.00,0,0,0,0,104
281391,0.16,0.20,3683,0.00,33.33,30.00,0.00,0.00,0.250,12.34,0.00,0,0,0,0,103
281454,0.16,0.20,3671,0.00,33.33,30.00,0.00,0.00,0.250,12.34,0.00,0,0,0,0,103
281516,0.16,0.20,3661,0.00,33.33,30.00,0.00,0.00,0.250,12.17,0.00,0,0,0,0,103
281595,0.16,0.20,3685,0.00,33.33,30.00,0.00,0.00,0.250,12.06,0.00,0,0,0,0,103
281641,0.16,0.20,3680,0.00,33.33,30.00,0.00,0.00,0.250,11.95,0.00,0,0,0,0,103
281704,0.16,0.20,3672,0.00,33.33,30.00,0.00,0.00,0.250,12.46,0.00,0,0,0,0,103
281782,0.16,0.20,3638,0.00,33.33,30.00,0.00,0.00,0.260,12.34,0.00,0,0,0,0,102
281845,0.16,0.20,3630,0.00,33.33,30.00,0.00,0.00,0.260,12.17,0.00,0,0,0,0,102
281907,0.16,0.21,3624,0.00,33.33,30.00,0.00,0.00,0.260,12.35,0.00,0,0,0,0,102
281970,0.16,0.21,3643,0.00,33.33,30.00,0.00,0.00,0.260,12.40,0.00,0,0,0,0,102
282032,0.16,0.20,3630,0.00,33.33,30.00,0.00,0.00,0.260,11.84,0.00,0,0,0,0,101
282095,0.16,0.21,3612,0.00,33.33,30.00,0.00,0.00,0.260,12.12,0.00,0,0,0,0,101
282157,0.16,0.20,3570,0.00,33.33,30.00,0.00,0.00,0.260,12.06,0.00,0,0,0,0,101
282220,0.16,0.20,3558,0.00,33.33,30.00,0.00,0.00,0.260,12.06,0.00,0,0,0,0,100
282282,0.16,0.20,3577,0.00,33.33,30.00,0.00,0.00,0.260,12.12,0.00,0,0,0,0,100
282345,0.16,0.20,3566,0.00,33.33,30.00,0.00,0.00,0.260,11.90,0.00,0,0,0,0,100
282407,0.16,0.20,3526,0.00,33.33,30.00,0.00,0.00,0.260,11.90,0.00,0,0,0,0,99
282470,0.16,0.20,3535,0.00,33.33,30.00,0.00,0.00,0.260,12.01,0.00,0,0,0,0,99
282532,0.16,0.21,3514,0.00,33.33,30.00,0.00,0.00,0.260,11.79,0.00,0,0,0,0,98
282595,0.16,0.21,3470,0.00,33.33,30.00,0.00,0.00,0.260,12.17,0.00,0,0,0,0,98
282657,0.16,0.21,3479,0.00,33.33,30.00,0.00,0.00,0.260,11.68,0.00,0,0,0,0,98
282720,0.16,0.20,3462,0.00,33.33,30.00,0.00,0.00,0.260,11.45,0.00,0,0,0,0,97
282782,0.16,0.20,3421,0.00,33.33,30.00,0.00,0.00,0.260,11.73,0.00,0,0,0,0,97
282845,0.16,0.20,3429,0.00,33.33,30.00,0.00,0.00,0.270,11.23,0.00,0,0,0,0,96
282907,0.16,0.20,3386,0.00,33.33,30.00,0.00,0.00,0.260,11.62,0.00,0,0,0,0,96
282970,0.16,0.21,3391,0.00,33.33,30.00,0.00,0.00,0.260,11.23,0.00,0,0,0,0,95
283032,0.16,0.19,3346,0.00,33.33,30.00,0.00,0.00,0.270,10.48,0.00,0,0,0,0,95
283095,0.16,0.19,3347,0.00,33.33,30.00,0.00,0.00,0.270,10.96,0.00,0,0,0,0,94
283157,0.16,0.20,3300,0.00,33.33,30.00,0.00,0.00,0.270,11.01,0.00,0,0,0,0,94
283220,0.16,0.20,3303,0.00,33.33,30.00,0.00,0.00,0.270,10.79,0.00,0,0,0,0,93
283279,0.16,0.19,3256,0.00,33.33,30.00,0.00,0.00,0.270,10.47,0.00,0,0,0,0,92
283341,0.16,0.21,3250,0.00,33.33,30.00,0.00,0.00,0.270,11.07,0.00,0,0,0,0,92
283419,0.16,0.20,3198,0.00,33.33,30.00,0.00,0.00,0.270,10.79,0.00,0,0,0,0,91
283482,0.16,0.21,3173,0.00,33.33,29.50,0.00,0.00,0.270,10.96,0.00,0,0,0,0,90
283544,0.16,0.20,3166,0.00,33.33,29.50,0.00,0.00,0.270,10.68,0.00,0,0,0,0,89
283607,0.16,0.20,3115,0.00,33.33,29.00,0.00,0.00,0.270,10.32,0.00,0,0,0,0,89
283669,0.16,0.20,3089,0.00,33.33,28.50,0.00,0.00,0.270,10.22,0.00,0,0,0,0,88
283737,0.16,0.20,3081,0.00,33.33,28.00,0.00,0.00,0.270,10.01,0.00,0,0,0,0,87
283792,0.16,0.21,3054,0.00,33.33,28.00,0.00,0.00,0.270,10.17,0.00,0,0,0,0,86
283855,0.16,0.20,3025,0.00,33.33,27.50,0.00,0.00,0.270,10.12,0.00,0,0,0,0,86
283917,0.16,0.20,2970,0.00,33.33,27.50,0.00,0.00,0.270,9.91,0.00,0,0,0,0,85
283980,0.16,0.20,2942,0.00,33.33,26.50,0.00,0.00,0.270,9.76,0.00,0,0,0,0,84
284042,0.16,0.20,2916,0.00,33.33,26.50,0.00,0.00,0.270,9.20,0.00,0,0,0,0,84
284105,0.16,0.20,2890,0.00,33.33,26.00,0.00,0.00,0.260,9.61,0.00,0,0,0,0,83
284167,0.16,0.20,2859,0.00,33.33,25.50,0.00,0.00,0.260,9.41,0.00,0,0,0,0,82
284230,0.16,0.20,2828,0.00,33.33,25.00,0.00,0.00,0.260,9.51,0.00,0,0,0,0,81
284292,0.16,0.19,2798,0.00,33.33,25.00,0.00,0.00,0.260,9.20,0.00,0,0,0,0,80
284355,0.16,0.20,2770,0.00,33.33,24.50,0.00,0.00,0.260,9.30,0.00,0,0,0,0,80
284417,0.16,0.20,2742,0.00,33.33,24.50,0.00,0.00,0.260,9.41,0.00,0,0,0,0,79
284480,0.16,0.20,2711,0.00,33.33,24.00,0.00,0.00,0.250,9.20,0.00,0,0,0,0,78
284542,0.16,0.21,2706,0.00,33.33,23.50,0.00,0.00,0.250,9.15,0.00,0,0,0,0,78
284605,0.16,0.20,2672,0.00,33.33,23.00,0.00,0.00,0.250,8.67,0.00,0,0,0,0,77
284667,0.16,0.20,2624,0.00,33.33,22.50,0.00,0.00,0.250,8.63,0.00,0,0,0,0,76
284730,0.16,0.20,2592,0.00,33.33,22.50,0.00,0.00,0.250,8.53,0.00,0,0,0,0,75
284792,0.16,0.20,2584,0.00,33.33,22.00,0.00,0.00,0.250,8.44,0.00,0,0,0,0,75
284868,0.16,0.19,2549,0.00,33.33,21.50,0.00,0.00,0.240,8.26,0.00,0,0,0,0,74
284923,0.16,0.20,2503,0.00,33.33,21.50,0.00,0.00,0.240,8.21,0.00,0,0,0,0,73
284985,0.16,0.19,2494,0.00,33.33,21.00,0.00,0.00,0.240,8.02,0.00,0,0,0,0,73
285048,0.16,0.20,2448,0.00,33.33,20.50,0.00,0.00,0.240,7.89,0.00,0,0,0,0,72
285110,0.16,0.20,2437,0.00,33.33,20.50,0.00,0.00,0.240,7.70,0.00,0,0,0,0,71
285173,0.16,0.19,2402,0.00,33.33,20.00,0.00,0.00,0.240,7.61,0.00,0,0,0,0,71
285236,0.16,0.19,2358,0.00,33.33,20.00,0.00,0.00,0.240,7.56,0.00,0,0,0,0,70
285298,0.16,0.19,2336,0.00,33.33,19.50,0.00,0.00,0.240,7.56,0.00,0,0,0,0,69
285361,0.16,0.19,2328,0.00,33.33,19.50,0.00,0.00,0.240,7.34,0.00,0,0,0,0,69
285423,0.16,0.18,2286,0.00,33.33,19.50,0.00,0.00,0.230,6.96,0.00,0,0,0,0,68
285486,0.16,0.18,2278,0.00,33.33,19.00,0.00,0.00,0.230,7.21,0.00,0,0,0,0,68
285561,0.16,0.19,2236,0.00,33.33,19.00,0.00,0.00,0.230,6.96,0.00,0,0,0,0,67
285623,0.16,0.19,2216,0.00,33.33,18.50,0.00,0.00,0.230,7.04,0.00,0,0,0,0,67
285686,0.16,0.19,2210,0.00,33.33,18.50,0.00,0.00,0.230,7.17,0.00,0,0,0,0,66
285748,0.16,0.19,2168,0.00,33.33,18.50,0.00,0.00,0.230,6.92,0.00,0,0,0,0,66
285811,0.16,0.19,2147,0.00,33.33,18.00,0.00,0.00,0.230,6.71,0.00,0,0,0,0,65
285864,0.16,0.19,2137,0.00,33.33,18.00,0.00,0.00,0.230,6.54,0.00,0,0,0,0,65
285928,0.16,0.19,2107,0.00,33.33,17.50,0.00,0.00,0.240,6.58,0.00,0,0,0,0,64
285990,0.16,0.18,2080,0.00,33.33,17.50,0.00,0.00,0.240,6.33,0.00,0,0,0,0,64
286053,0.16,0.18,2034,0.00,33.33,17.50,0.00,0.00,0.240,6.05,0.00,0,0,0,0,63
286126,0.16,0.18,2012,0.00,33.33,17.00,0.00,0.00,0.240,6.05,0.00,0,0,0,0,63
286181,0.16,0.18,1990,0.00,33.33,17.00,0.00,0.00,0.240,5.88,0.00,0,0,0,0,63
286244,0.16,0.18,1972,0.00,33.33,17.00,0.00,0.00,0.240,5.81,0.00,0,0,0,0,62
286306,0.16,0.18,1953,0.00,33.33,16.50,0.00,0.00,0.240,5.75,0.00,0,0,0,0,62
286369,0.16,0.17,1945,0.00,33.33,16.50,0.00,0.00,0.240,5.58,0.00,0,0,0,0,61
